"MNAME","USTAR","STORY","DIR","YEAR","GRADE"
"뵈르 온 더 시티",1000,"NULL","드자멜 벤살라",2011,"NULL"
"온리 걸스",1000,"NULL","피에르 졸리베",2003,"NULL"
"스페셜 딜리버리",1000,"NULL","진느 라브루네",2002,"NULL"
"낫씽 어바웃 로버트",1000,"NULL","파스칼 보니체",1999,"NULL"
"세븐스 헤븐",1000,"NULL","브누와 쟉꼬",1997,"NULL"
"연애기담집",1000,"NULL","쿠라모토 라이타",2017,"NULL"
"극장판 칸코레",1000,"NULL","쿠사카와 케이조",2016,"NULL"
"네가 모르는 이야기",1000,"자신의 시나리오 잊혀질 권리를 들고 영화제작사를 찾아간 감독 지망생 두희. 갑자기 자리를 박차고 나간다. 과거 회상, 대학시절 전과한 편입생 수진에게 한 눈에 반한다. 그러던 어느날 그녀가 인터넷에 유출된 섹스동영상에서 봤던 여자인 것을 알게 되는데...","서홍석",2013,"NULL"
"터닝 타이드",1000,"NULL","크리스텔 르뢰",2015,"NULL"
"친퀘 몬디",1000,"NULL","지안카를로 솔디",2016,"NULL"
"세븐시즈",1000,"NULL","다니엘 로드리게즈 리스코",2016,"NULL"
"더 캔디데이트",1000,"NULL","알바로 벨라르데",2016,"NULL"
"프리마베라",1000,"NULL","산티아고 기랄트",2016,"NULL"
"파코",1000,"NULL","디에고 라페카스",2009,"NULL"
"후아나 아수르두이",1000,"NULL","호르헤 산지네스",2015,"NULL"
"로드니",1000,"NULL","디에고 라페카스",2009,"NULL"
"어 붓다",1000,"NULL","디에고 라페카스",2005,"NULL"
"키노아",1000,"NULL","장-루 마르탱",2016,"NULL"
"목격자",1000,"고등학교 동창 4명의 친구들이 오랜만에 모두 모여 술자리를 가진다. 뜻밖의 여고생의 등장으로 ‘규민’은 학창시절 세 친구들이 살인을 저질렀던 것을 떠올린다. ?당시 사건의 유일한 목격자였던 규민은 우정을 빌미 삼아 방관을 강요당했다. 과거의 사건이 평생의 트라우마로 남은 ‘규민’은 술에 취해 친구들에게 ‘살인자들’이라고 비난하고 술집을 뛰쳐나온다. ?규민은 우발적으로 음주운전을 하게 되고, 여고생을 차로 치고 만다. ?혼란스러운 규민은 뺑소니를 결심하고 도망치다가 차를 멈춘다. 규민이 바라보는 곳에는 재원, 순원, 민지가 자신을 목격하고 있다.","윤서현",2016,"NULL"
"색다른 남녀",1000,"셰어하우스라는 공간에서 벌어지는 남녀 세 쌍의 로맨스와 에피소드를 그려낸 로맨틱 코미디 드라마","김성덕",2017,"NULL"
"공수래",1000,"묵묵히 일하는 젊은 여성 환경 미화원.?무료함이 짙어질 때 어느 날 해맑은 젊은 남자 노숙자가 나타난다.?짧은 하루. 찰거머리처럼 미화원을 쫓는 노숙자 때문에 귀찮고 방해된다.?각자 현실에 처해있는 두 청춘의 미묘한 공감대가 형성되며 마음에 문을 연다.","박기훈",2016,"NULL"
"타로탐정 밥 니시다",1000,"NULL","NULL",2016,"NULL"
"야미킨 독스 2",1000,"NULL","츠치야 테츠히코",2016,"NULL"
"야미킨 독스 3",1000,"NULL","츠치야 테츠히코",2016,"NULL"
"야미킨 독스 4",1000,"NULL","모토키 타카시",2016,"NULL"
"야미킨 독스 5",1000,"NULL","모토키 타카시",2016,"NULL"
"여왕의 집",1000,"게스트 하우스 손님들과 딸 ‘수인’이 자리를 비운 낮 동안 아빠 ‘태식’은 화장을 하고 가발을 쓴다. 
?하지만 일찍 돌아온 수인에게 그 모습을 들키고, 두 사람은 전혀 예상치 못한 조우에 당황한다.","임규리",2016,"12세 관람가"
"마닐라의 레이디보이",1000,"필리핀 마닐라에는 코미디 바가 있다. 이곳에서 공연하는 가수이자 스탠드 업 코미디언인 EJ는 ‘레이디보이’다. EJ는 자신을 여자라고 믿지만, 사람들은 이를 믿지 않는다. 그래서 EJ는 더욱 ‘진짜 여자’가 되고 싶다. EJ의 꿈은 세계적인 가수가 되는 것. 오늘도 EJ는 성별과 편견을 뛰어넘어 스타로 도약하기 위한 길을 걷는다.
?
?[제6회 서울프라이드영화제]","장후영",2016,"NULL"
"어느 여름날 밤에",7.1,"2013년 겨울, 철책선 인근 초소에서 인민군 용준과 재성이 격한 섹스를 나누고 있다. ?섹스 장면이 상급자에게 적발된다. 결국 재성을 두고 용준은 탈북을 결심한다. ??목숨을 걸고 북에서 탈출하여 자유의 땅을 밝은 용준, 남한 남자인 태규를 만나게 된다. ?태규와 사귄 지 2년 즈음이 지났지만, 용준은 자꾸만 북을 그리워한다. ??탈북을 한지 2년 넘은 어느 날, 탈북과 동시에 헤어졌던 재성이 한국으로 넘어온다, ?과거의 연인이었던 재성과 현재의 연인이었던 태규를 두고 용준은 갈등한다. ?그 갈등은 오해를 낳고, 그 오해는 세 사람을 고통으로 몰아 넣는다.??[제6회 서울프라이드영화제]??19회 Thessaloniki International LGBTIQ Film Festival 공식상영작 (2017)","김헌",2016,"청소년 관람불가"
"친구아빠",1000,"어릴 적부터 친구인 미쿠와 아리사. 그녀들은 홀몸이 된 아버지가 계셨다. 어느덧 성인이 된 그녀들은 그동안 키워준 아버지께 보답하기 위해 서로의 아버지를 바꿔 황홀한 섹스를 하자고 계획한다. 그녀들의 계획에 아버지들은 당황하지만 곧 그녀들의 농염한 매력에 취하고 서로 잊지 못할 섹스를 나누게 되는데...","김정오",2016,"청소년 관람불가"
"내 남편의 친구",1000,"유부녀 아야코는 남편 마나카와의 섹스에서 즐거움을 느끼지 못하고, 남편 친구인 스즈키와 불륜관계를 맺고 있다. 그러던 와중에 남편의 권유로 스즈키 부녀와 함께 여행을 가게 되고, 아야코와 스즈키는 함께 할 수 있다는 사실에 기뻐한다. 하지만 이는 둘의 불륜관계를 이미 눈치채고 있던 남편이 스즈키의 딸을 꼬셔 섹스하는 것에 목적이 있었는데...","김정오",2016,"청소년 관람불가"
"아더왕의 전설",8.92,"왕의 아들로 태어났으나 자신의 출신을 모른 채 살아가던 아더는 어느 날 왕만이 뽑을 수 있다는 바위에 박힌 검을 뽑고 대마법사 멀린의 도움으로 왕위에 오른다. 아더는 그를 따르는 원탁의 기사단과 함께 모험을 떠나고 운명적인 사랑도 만난다.
?한편 그에게 복수하려 하는 반쪽 누나 모르간의 음모로 인해 아더는 위기에 처하고…","정성복",2016,"전체 관람가"
"노출 쾌락 거유녀-후편",1000,"남자에게 길들여져 성적 쾌락에 빠져드는 여자의 이야기를 그린 성애 영화","우수바시 수이",2015,"청소년 관람불가"
"중년남과 고양이 여인의 동거",1000,"주인공에게 어느 날 찾아온 고양이가 여인으로 변하면서 벌어지는 이야기를 그린 성애 영화.","카네다 사토시",2016,"청소년 관람불가"
"도시락집 여주인과 연하남",1000,"이혼한 후 혼자 주먹밥 집을 하는 주인공이 자신을 사랑하는 전 남편과 연하의 청년 사이에서 갈등한다는 내용의 성애 영화","카네다 사토시",2016,"청소년 관람불가"
"사내연애발각-오피스정사",1000,"사내연애를 하는 두 남녀의 성적 욕망과 사랑을 그린 성애 영화","에모토 토시로",2016,"청소년 관람불가"
"1820: 잃어버린 제국의 비밀",5.9,"19세기 초 아메리카 대륙을 점령했던 러시아군에 대해 조사를 하던 기자 드미트리는 
?어느 한 순간 갑자기 19세기 러시아군 한복판에 떨어진다. 
?자신이 등장하면서 그만 역사가 뒤바뀌었다는 사실을 알아차린 드미트리는 
?어떻게든 이를 원상복귀 시키고자 전쟁터에 직접 뛰어들기 시작한다.","유리 모로즈",2014,"15세 관람가"
"데빌 컴즈 투 코코",1000,"NULL","알피 뉴즈",2015,"NULL"
"더 롱 옐로우 로드",1000,"NULL","크리스티앙 카르모시노",2016,"NULL"
"어크로스 더 알프스",1000,"NULL","지안카를로 베르탈레오",2016,"NULL"
"더 걸 앤 더 타이푼즈",1000,"NULL","크리스토프 슈워저",2015,"NULL"
"극장판 울트라 파이트 빅토리",1000,"""지하로 돌아온 쇼와 사쿠야는 갑작스러운 지진과 맞닥뜨린다.
?그것은 이전에 쓰러뜨린 적 야플이 부활했다는 신호였다.
?야플은 빅토리움 코어의 힘을 가로채 제왕을 부활시키려 하고, 쇼는 이를 막기 위해 빅토리와 힘을 합치지만…""","사카모토 코이치",2015,"12세 관람가"
"메리 미",1000,"7살 딸과 함께 베를린에서 카페를 운영하며 살고 있는 싱글맘 키시
?어느 날, 카페 건물 주인인 자신의 할머니로 인해 평화롭던 삶이 와장창 무너지고 만다.
?할머니는 당장 결혼을 하지 않으면 키시와 딸이 살고 있는 집과 카페를 팔아 벌이겠다고 협박을 하고, 고민 끝에 키시는 이 모든 문제점을 해결할 수 있는 단 하나의 방법! 위장결혼을 하기로 결심하는데..","닐리샤 바텔",2015,"12세 관람가"
"파칭코 엔젤: 은밀한 밀회",1000,"대학생 ‘사쿠라’는 가정의 오해로 인해 파칭코를 운영하는 아버지를 미워하지만, 가족을 위해 열심히 살아가는 아버지의 진심을 느끼며, 위험에 빠진 파칭코를 결혼을 약속한 남자친구와 구하게 된다. 이에, 아버지도 마을을 열며 행복한 결말을 향해 달려 간다.","아이바 토모아키",2014,"청소년 관람불가"
"엔트의 숲",5.67,"주인공 제임스 에릭슨은 평생 자신을 한 번도 가까이하지 않은 어머니의 죽음 앞에 심란하기만 하다.?유일한 혈육인 그는 어머니의 유품 등 뒷정리를 하러 어머니의 고향으로 떠난다.?그녀가 남긴 물건은 마을 창고에 보관 중인 상자 하나뿐이다.?제임스는 허탈함과 의문으로 가득한 마음으로 상자를 열어보는데, 안에는 온통 에릭슨 家 사유지 안에서 일어난 사건 사고에 관한 단서뿐이다.?읽으면 읽을수록 해결되지 않은 사건의 미궁 속으로 빠지고 의문점만 불어나는데...?자신을 버렸다고 생각한 엄마가 사실은 알 수 없는 미지의 존재로부터 아들을 지키려고 했던 것임을 알게 된다.?400년 묵은 원주민과 그녀의 남편이자 숲의 괴물을 상대로 길고 긴 세월 동안 저주받았다는 평을 들어야만 했던 에릭슨 家 사유지의 오명을 씻고자 하는 제임스.?어머니의 유품이 바로 자신이 유일하게 그 괴물을 없앨 수 있는 존재라고 믿고 이 오랜 저주를 끝내 버리지만, 그건 새로운 저주의 시작이란 걸 그는 알지 못한다.","리빙스톤 오딘",2014,"청소년 관람불가"
"지티에이",6.58,"차를 훔치는 일을 대가로 돈을 벌어 하루하루를 살아가는 지미는 어느 날 파트커인 로이로부터 거액이 걸린 한탕을 제안받는다.?평소와 다를 것 없어 보이는 작업 도중 자신을 습격한 낯선 남자를 죽이고 트렁크에 불가사의한 물건이 들어있는 것을 발견하게 되는데,?바로 그때부터 범죄 조직의 중요한 인물인 로렌조와의 악연이 시작되고 어린 소녀의 생명을 구해야 하는 시간과의 싸움이 펼쳐진다.","나단 가바에프",2016,"청소년 관람불가"
"겟 어웨이",3.17,"시골의 별장을 가진 친구 조지가 여행을 떠난사이 그의 별장에서 둘만의 시간을 가지기 위해 그 집을 빌린 데이비드와 수잔 커플.?처음 가보는 곳이지만 로멘틱한 시간을 보내기 위해 시골길을 찾아 찾아 별장에 도착한다.?하지만 그곳에서 예상치 못한 커플이 별장을 벌써 사용하게 되고 있는 것을 발견하고 그들과의 사건이 시작된다.?결국 범죄자로 확인된 커플과 생존을 위한 데이비드와 수잔 커플의 싸움이 시작되는데.","Dpyx",2015,"청소년 관람불가"
"특별한 맛 - 미시 女(녀)",0,"유흥업소에서 일하다가 재벌 사장 소이치로와 눈이 맞아 결혼한 여주인공 카오리. 
?사장의 아들부부가 재산은 꿈도꾸지 말라며 때때로 와서 괴롭힌다. 
?그러던 어느날 갑자기 나타난 사장 내연녀의 아들 아오이와 함께 살게된다. 
?아오이는 버림받은 어머니의 복수를 위해 이 집에 접근한 것이었다. 
?한 편, 소이치로가 죽고 나자, 카오리에게 흑심을 품고 있던 비서가 돌변하는데…","긴다이치 코고로",2015,"청소년 관람불가"
"젖은 육체의 속삭임",1000,"가학적인 성행위에 쾌락을 느끼게 된 유부녀의 이야기를 그린 성애 영화","테이 쟈가",2015,"청소년 관람불가"
"이쁜 아내를 탐하는자",1000,"","테이 쟈가",2015,"청소년 관람불가"
"음란한 그녀의 하반신",1000,"특이한 관습이 있는 산간 오지 마을의 과부와 신문기자의 이야기를 그린 성애 영화","테이 쟈가",2015,"청소년 관람불가"
"유부녀와 불기둥 ",1000,"아들을 의대에 보내기 위해 남자들과 관계를 갖다가 점차 성적쾌락에 빠져든다는 내용의 성애 영화","테이 쟈가",2015,"청소년 관람불가"
"불륜의 육체봉사 ",1000,"학이 여자로 변해 자신을 구해준 남자의 빚을 몸으로 갚아주다 떠난다는 내용의 성애 영화","테이 쟈가",2015,"청소년 관람불가"
"여대생들의 남자사냥 ",0,"여름방학을 맞아 친구들과 처음이자 마지막으로 해외여행을 계획한 히토미. 하지만 함께하기로 한 친구중 후미코가 미팅에서 만난 남자와 따로 여행을 계획해 해외여행은 물거품이 되고, 남겨진 그녀들은 계획을 변경해 남자를 헌팅해 뜨거운 여름을 갖기로 한다. 이내 헌팅에 성공하게 된 그녀들. 장소를 불문하고 이어지는 그들의 섹스. 하지만 즐거움도 잠시, 히토미는 배란기가 온 것도 잊은체 섹스를 즐겼다는 사실을 깨우친다.","카츠야마 시게오",2010,"청소년 관람불가"
"AV스타:과거를 지워주세요 ",5.5,"행복한 결혼을 꿈꾸던 화장품 회사 직원 시즈카는 결혼전 포르노에 출연했다는 루머에 의해 파혼당하고 자살을 하게 된다. 동료인 미츠코는 그녀의 죽음이 남일같지 않은데..
?실제 7년전 자신이 잘나가던 AV배우였던 것.. 시즈카의 죽음을 계기로 그녀는 자신의 과거도 알려질까 노심초사하던 중 동료들과 술 한잔을 기울이러 들른 바에서 뜻하지 않은 제안을 받는다.
?“당장 지우고 싶은 과거 하나를 말씀해보세요. 바로 지워드립니다.” 잊고싶은 과거를 깨끗이 지워주는 ‘바 이레이즈’. 정말로 그녀의 과거를 지울수 있을까?","케이치 후지와라",2010,"청소년 관람불가"
